GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
FBgn0036941	0.550532484328649	0.0634370175681732	0.0670744413165848	0.945770345946778	0.344265733668846	NA	chr3L	20132031	20133268	-	protein_coding	CG7335
FBti0020106	0.0749188935517645	0.0141668483980352	0.0569664628363992	0.24868752056312	0.803602502784138	NA	chr3L	14296037	14296465	-	transposable_element	NA
FBgn0035486	0	NA	NA	NA	NA	NA	chr3L	4032061	4035703	+	protein_coding	Gr64d
FBti0020272	0	NA	NA	NA	NA	NA	chr3L	23331663	23333817	-	transposable_element	NA
FBti0062192	0.213458030650678	0.0141250127904962	0.0569664628363992	0.247953130442055	0.804170670995559	NA	chr3L	23548281	23548667	+	transposable_element	NA
FBgn0036414	0.947123141512909	-0.00646861912976194	0.08266034001835	-0.0782554140029663	0.937624883120317	NA	chr3L	14186248	14189648	-	protein_coding	nan
FBgn0035328	2.9738983519494	0.0600873994716908	0.160157131368039	0.375177795446466	0.707528242778328	NA	chr3L	2276549	2278038	+	protein_coding	yellow-g2
FBgn0267614	0.213458030650678	0.0141250127904962	0.0569664628363992	0.247953130442055	0.804170670995559	NA	chr3L	21302420	21304135	+	ncRNA	asRNA:CR45952
FBgn0036587	0.361183230428808	-0.0156832586278863	0.0577428379496583	-0.271605261964425	0.785925553047357	NA	chr3L	16265796	16268156	-	protein_coding	CG4950
FBgn0036206	1.74093073923231	0.0274751588160423	0.12230146192932	0.22465110704826	0.822250703243364	NA	chr3L	11790211	11793283	-	protein_coding	CG5964
FBti0062032	0	NA	NA	NA	NA	NA	chr3L	17247215	17247338	-	transposable_element	NA
FBgn0036969	0.917526347499205	-0.0264125118819066	0.0859111774162632	-0.307439761347127	0.758508667470694	NA	chr3L	20320951	20322358	+	protein_coding	Spn77Bb
FBgn0035643	3.16964444542543	-0.0089023991387883	0.16298484660731	-0.0546210235129246	0.956440389418405	NA	chr3L	5882303	5884090	+	protein_coding	CG13287
FBgn0086079	0.193966989105602	0.00107653745569005	0.0572683073226186	0.0187981364566168	0.985002140453375	NA	chr3L	13024225	13024298	+	snoRNA	snoRNA:Me28S-A774a
FBgn0036859	0.531066146649725	-0.0190434207396373	0.0725896412091249	-0.262343502770247	0.793056625775777	NA	chr3L	19269350	19274168	+	protein_coding	CG14085
FBgn0036364	2.28951805926163	0.0719669297115476	0.131612255434877	0.546810245548582	0.584509103472402	NA	chr3L	13440909	13442420	+	protein_coding	CG14109
FBti0061763	2.49220574174936	0.0786412382011266	0.151592818452269	0.518766251620871	0.603923754915576	NA	chr3L	23175453	23175701	-	transposable_element	NA
FBti0064025	0	NA	NA	NA	NA	NA	chr3L	21408125	21408224	-	transposable_element	NA
FBgn0052329	0	NA	NA	NA	NA	NA	chr3L	1380528	1380600	+	tRNA	tRNA:Glu-CTC-3-3
FBti0062627	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	23337394	23337550	-	transposable_element	NA
FBgn0267485	0.149837787103529	0.0244994449775659	0.0572188573433654	0.428170818416503	0.668526760313674	NA	chr3L	7361638	7363598	-	ncRNA	asRNA:CR45835
FBgn0262624	2.27633344418946	-0.119880922512103	0.143712612332674	-0.834171201582477	0.404184516849126	NA	chr3L	1885656	1891462	+	protein_coding	Tmhs
FBti0020111	4.84276218341233	0.150378663056683	0.177536680589834	0.847028696025392	0.396979126857377	NA	chr3L	14725653	14728582	+	transposable_element	NA
FBgn0036786	0.40069469722512	0.0419762142044858	0.0592290721901958	0.708709636201834	0.478504683749617	NA	chr3L	18438560	18439942	-	protein_coding	skl
FBgn0015550	1.79606259105912	-0.0555520384373667	0.121366980241259	-0.457719540577988	0.647153947419749	NA	chr3L	17359681	17361811	+	protein_coding	tap
FBti0020233	1.18355816307612	0.0386408196291423	0.107663418991264	0.35890388760808	0.719666991243373	NA	chr3L	23106132	23107996	-	transposable_element	NA
FBgn0011854	0	NA	NA	NA	NA	NA	chr3L	1401439	1401511	+	tRNA	tRNA:Glu-CTC-3-8
FBgn0266652	0.82885098053358	0.0647401592237267	0.0904342914851828	0.715880648374783	0.47406504851203	NA	chr3L	24290289	24290864	-	ncRNA	lncRNA:CR45159
FBgn0262361	0.146484977771025	0.00333265223762785	0.0572090489926463	0.0582539352831444	0.953546359483498	NA	chr3L	8318541	8318966	-	protein_coding	CG43059
FBgn0267951	0.949511839296264	-0.00428523191596187	0.0891059149706333	-0.04809144171152	0.961643366840122	NA	chr3L	10797625	10798408	+	ncRNA	lncRNA:CR46231
FBgn0261294	0.0749188935517645	0.0141668483980352	0.0569664628363992	0.24868752056312	0.803602502784138	NA	chr3L	17719192	17719854	-	protein_coding	CheB74a
FBgn0052305	2.09810822702044	0.0100209293806733	0.136245864521744	0.0735503379559388	0.941368188613915	NA	chr3L	2248634	2252729	+	protein_coding	CG32305
FBgn0267628	0	NA	NA	NA	NA	NA	chr3L	22424468	22424909	-	ncRNA	lncRNA:CR45966
FBgn0035685	0.404072210423776	-0.003347910816453	0.064702823810133	-0.0517428856934787	0.958733565146218	NA	chr3L	6156591	6157377	-	protein_coding	CG13297
FBgn0036468	0.819719181310124	-0.0540273998117261	0.0914077637829482	-0.591059200835682	0.554480755277302	NA	chr3L	15051930	15052490	-	protein_coding	CG13461
FBgn0036708	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	17324617	17325518	-	protein_coding	CG13725
FBti0059906	3.35598504421211	-0.158217886637211	0.160289099971253	-0.987078264620529	0.323604272232504	NA	chr3L	23459023	23460555	-	transposable_element	NA
FBgn0052363	0	NA	NA	NA	NA	NA	chr3L	8068207	8068290	-	tRNA	tRNA:Leu-CAG-1-7
FBgn0020639	1.12475279787078	0.11676045477165	0.1021834531932	1.14265520613098	0.253181774690087	NA	chr3L	6136214	6136791	-	protein_coding	Lcp65Af
FBgn0010317	5.44942876531146	0.0254361378579913	0.193913497220699	0.131172601301918	0.895638769651452	NA	chr3L	3466427	3468098	+	protein_coding	CycJ
FBti0063358	0	NA	NA	NA	NA	NA	chr3L	20225408	20225492	+	transposable_element	NA
FBgn0286914	0.146484977771025	0.00333265223762785	0.0572090489926463	0.0582539352831444	0.953546359483498	NA	chr3L	11598011	11598821	+	ncRNA	lncRNA:CR46414
FBti0061959	0.602732943261243	0.0671432665708181	0.0686573778694392	0.977946852245066	0.328100610925876	NA	chr3L	84578	84701	+	transposable_element	NA
FBti0062659	0	NA	NA	NA	NA	NA	chr3L	18463699	18464102	+	transposable_element	NA
FBgn0265745	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	12661825	12662247	+	ncRNA	lncRNA:CR44552
FBti0020258	0.265533073324862	-0.00768559337116806	0.0574858754210915	-0.133695334982204	0.893643494191056	NA	chr3L	23384976	23385169	-	transposable_element	NA
FBgn0036219	0.250856910121591	0.0262317160549591	0.0572626105611535	0.458095008206883	0.646884185075143	NA	chr3L	11881383	11883546	+	protein_coding	CCDC151
FBti0060656	0.0749188935517645	0.0141668483980352	0.0569664628363992	0.24868752056312	0.803602502784138	NA	chr3L	22737439	22737492	+	transposable_element	NA
FBgn0036729	0.583406376221346	-0.0391901245112536	0.0733050880922444	-0.534616703030739	0.592914931202427	NA	chr3L	17477794	17478926	-	protein_coding	CG13733
FBti0061300	1.49965900351423	-0.0600452239341881	0.11500947373669	-0.52208937214737	0.601608105861299	NA	chr3L	23036419	23036598	-	transposable_element	NA
FBgn0053690	0.297142039344303	0.0010955396392852	0.0572602634707403	0.0191326335731064	0.984735298363714	NA	chr3L	16201327	16202032	+	protein_coding	CG33690
FBgn0052270	0	NA	NA	NA	NA	NA	chr3L	3206948	3208985	-	protein_coding	CG32270
FBgn0264843	0	NA	NA	NA	NA	NA	chr3L	15876090	15876472	-	ncRNA	lncRNA:CR44051
FBgn0011927	0	NA	NA	NA	NA	NA	chr3L	14673941	14674013	-	tRNA	tRNA:iMet-CAT-1-4
FBti0063954	0.476878516650141	-0.0415960399726566	0.0633831171371534	-0.65626371581959	0.511654459166043	NA	chr3L	21145539	21145674	+	transposable_element	NA
FBti0020117	1.04015894108377	-0.0517985537224354	0.0990386529846157	-0.523013512012139	0.600964850332863	NA	chr3L	15295822	15298608	-	transposable_element	NA
FBti0061303	0	NA	NA	NA	NA	NA	chr3L	14245615	14245658	-	transposable_element	NA
FBti0062637	0.268885882657366	0.00927248249517784	0.0574944716441695	0.161276071072794	0.871875969054895	NA	chr3L	23395369	23395429	+	transposable_element	NA
FBti0062187	5.28097364954006	0.184760499962733	0.192046184975133	0.962062849551825	0.336018034159079	NA	chr3L	23248901	23250522	-	transposable_element	NA
RR50375_transposable_element	0.766869285925928	-0.014921987543912	0.0861005781296158	-0.173308796155218	0.862408709983638	NA	chr3L	24409130	24416482	+	transposable_element	NA
FBti0062094	0.0749188935517645	0.0141668483980352	0.0569664628363992	0.24868752056312	0.803602502784138	NA	chr3L	23198867	23200934	-	transposable_element	NA
FBgn0052053	0.22140387132279	0.0136299699046317	0.0574180887234581	0.237381114691532	0.812361139371649	NA	chr3L	10090169	10092346	-	protein_coding	CG32053
FBti0061552	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	33789	34115	-	transposable_element	NA
FBgn0035861	1.83878203010853	-0.0113003280658172	0.13150872823153	-0.0859283502911092	0.931523374581634	NA	chr3L	8231813	8240601	-	protein_coding	CG7213
FBgn0036168	1.22967695113726	0.00243311430166852	0.108895559938319	0.0223435583879333	0.982173902975284	NA	chr3L	11513704	11518904	+	protein_coding	CG7512
FBgn0005564	7.15042337132864	0.00530676677240372	0.199200853257308	0.0266402813322741	0.978746644793219	NA	chr3L	19566850	19584568	-	protein_coding	Shal
FBgn0267305	0	NA	NA	NA	NA	NA	chr3L	5316212	5316451	-	ncRNA	lncRNA:CR45741
FBti0060461	0	NA	NA	NA	NA	NA	chr3L	23696639	23697736	-	transposable_element	NA
FBti0059843	0.292969955542051	0.00541112245673432	0.0575789945830508	0.0939773696279018	0.92512713358369	NA	chr3L	23486258	23486992	-	transposable_element	NA
FBti0063953	0	NA	NA	NA	NA	NA	chr3L	23581894	23582982	-	transposable_element	NA
FBgn0267545	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	11687343	11688390	-	ncRNA	asRNA:CR45885
FBgn0262593	7.89862482290098	0.247567485978869	0.200762054657427	1.23313883393607	0.217523971064953	NA	chr3L	2895016	2959579	+	protein_coding	Shab
FBgn0266788	0	NA	NA	NA	NA	NA	chr3L	13297003	13297570	+	ncRNA	lncRNA:CR45253
FBti0061232	0.175938016569826	0.0141250127904962	0.0569664628363992	0.247953130442055	0.804170670995559	NA	chr3L	22983078	22983128	+	transposable_element	NA
FBgn0036807	0.149837787103529	0.0244994449775659	0.0572188573433654	0.428170818416503	0.668526760313674	NA	chr3L	18694186	18695648	+	protein_coding	CG6893
FBti0060152	0.146484977771025	0.00333265223762785	0.0572090489926463	0.0582539352831444	0.953546359483498	NA	chr3L	21736945	21737348	-	transposable_element	NA
FBgn0265720	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	8751233	8751669	-	ncRNA	lncRNA:CR44527
FBgn0266951	0.952492107427026	0.0159979254757739	0.0968755423774312	0.165138951309767	0.868834615158513	NA	chr3L	125420	125833	+	ncRNA	lncRNA:CR45402
FBgn0265712	0	NA	NA	NA	NA	NA	chr3L	5501101	5501469	-	ncRNA	lncRNA:CR44519
FBgn0267716	0	NA	NA	NA	NA	NA	chr3L	11474819	11475460	-	ncRNA	asRNA:CR46049
FBgn0036705	0.146484977771025	0.00333265223762785	0.0572090489926463	0.0582539352831444	0.953546359483498	NA	chr3L	17264415	17264986	+	protein_coding	CG13723
FBtr0472767_df_nrg	0	NA	NA	NA	NA	NA	chr3L	22518254	22518277	-	miRNA	NA
FBgn0263541	0	NA	NA	NA	NA	NA	chr3L	9733658	9733780	-	pre_miRNA	mir-4986
FBgn0267619	1.91332838245855	-0.000435332008249246	0.130846368105536	-0.00332704693719983	0.997345405513134	NA	chr3L	21767228	21767915	+	ncRNA	lncRNA:CR45957
FBgn0053770	0.0749188935517645	0.0141668483980352	0.0569664628363992	0.24868752056312	0.803602502784138	NA	chr3L	22648671	22649287	+	protein_coding	CG33770
FBti0059898	3.8377772962479	-0.275306130493552	0.173197814197534	-1.58954737257574	0.111936867786637	NA	chr3L	23468382	23470188	+	transposable_element	NA
FBti0062577	0	NA	NA	NA	NA	NA	chr3L	23263363	23263438	-	transposable_element	NA
FBgn0053262	0	NA	NA	NA	NA	NA	chr3L	13136268	13137066	+	protein_coding	CG33262
FBgn0266100	1.79413436796082	-0.0950106206482941	0.126107045965849	-0.753412467325768	0.451202093241027	NA	chr3L	11850644	11938872	-	protein_coding	CG44837
FBgn0260396	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	10623065	10623576	-	protein_coding	CG42521
FBgn0036768	0.584975799534953	-0.00070957512861241	0.07405042092787	-0.00958232403977262	0.992354528594622	NA	chr3L	17887704	17891404	+	protein_coding	CG7402
FBti0020040	0.218051061990286	-0.00450000025011804	0.0574091434791171	-0.0783847306789194	0.937522019310524	NA	chr3L	5122063	5124611	+	transposable_element	NA
FBti0060382	0.432063180213276	-0.0202106671927115	0.0600091709571945	-0.33679297464596	0.736272969427097	NA	chr3L	23731316	23731421	+	transposable_element	NA
FBgn0035799	0.371241658426319	0.0266339214990263	0.0577577532572997	0.461131536408233	0.644704237151998	NA	chr3L	7583453	7587248	+	protein_coding	CG14838
FBgn0017424	0	NA	NA	NA	NA	NA	chr3L	12129102	12131488	-	ncRNA	asRNA:CR11538
FBgn0035430	0.224756680655294	0.0316096021062425	0.0574232589753919	0.550466878234628	0.581999188655896	NA	chr3L	3291458	3299000	+	protein_coding	CG12009
FBti0063923	0.250856910121591	0.0262317160549591	0.0572626105611535	0.458095008206883	0.646884185075143	NA	chr3L	23482052	23482288	+	transposable_element	NA
FBti0062161	0	NA	NA	NA	NA	NA	chr3L	23335857	23336510	-	transposable_element	NA
FBgn0266651	0.518545910667092	0.00967477278362201	0.0709651290687407	0.136331363172052	0.891559331116345	NA	chr3L	11632704	11633303	-	ncRNA	lncRNA:CR45158
FBti0061755	0	NA	NA	NA	NA	NA	chr3L	23136471	23136504	+	transposable_element	NA
FBgn0036831	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	18917580	18919259	+	protein_coding	CG6839
FBti0020291	1.4237650748528	-0.00642122820073731	0.118988236838682	-0.0539652353151754	0.956962862061661	NA	chr3L	23179138	23181667	+	transposable_element	NA
FBgn0036495	0	NA	NA	NA	NA	NA	chr3L	15407831	15408267	+	protein_coding	CG33259
FBti0062096	0	NA	NA	NA	NA	NA	chr3L	23196483	23197368	-	transposable_element	NA
FBti0020064	0.0749188935517645	0.0141668483980352	0.0569664628363992	0.24868752056312	0.803602502784138	NA	chr3L	7985422	7987688	-	transposable_element	NA
FBgn0052277	2.89065679487531	0.00936458463367932	0.161632700079562	0.057937438581857	0.953798461518871	NA	chr3L	3204599	3205449	-	protein_coding	CG32277
FBti0061360	0.782742331241064	-0.0250468617513488	0.0924579255553851	-0.270900105111541	0.786467864180661	NA	chr3L	23008289	23008406	+	transposable_element	NA
FBgn0265708	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	5369364	5370312	+	ncRNA	lncRNA:CR44515
FBgn0035887	0.36535531423106	-0.0250681964832428	0.0574671643092797	-0.436217739026229	0.662678758741406	NA	chr3L	8392819	8393649	-	protein_coding	Jon66Cii
FBti0060255	1.14577296209783	0.0146505268697964	0.0939909632587857	0.155871653633967	0.876134189296992	NA	chr3L	22267140	22267311	+	transposable_element	NA
FBgn0082949	0.22140387132279	0.0136299699046317	0.0574180887234581	0.237381114691532	0.812361139371649	NA	chr3L	20454006	20454085	+	snoRNA	snoRNA:Me18S-U1356a
FBti0020039	5.63865865948198	0.164628927159372	0.19823596264654	0.8304695321752	0.406273367077071	NA	chr3L	5045510	5050232	+	transposable_element	NA
FBti0060757	0	NA	NA	NA	NA	NA	chr3L	12929766	12929892	+	transposable_element	NA
FBti0061306	0	NA	NA	NA	NA	NA	chr3L	23054955	23055001	+	transposable_element	NA
FBgn0001099	6.56725408620706	0.0991520988005596	0.200538860555319	0.49442835431494	0.621003693330575	NA	chr3L	15509444	15511047	+	protein_coding	gdl
FBti0059916	0.262180263992359	-0.0249386473285378	0.0574733047336615	-0.433917058434462	0.664348671920418	NA	chr3L	23464815	23465555	-	transposable_element	NA
FBti0020181	0	NA	NA	NA	NA	NA	chr3L	20823033	20823992	-	transposable_element	NA
FBti0020256	0.559322303336661	-0.041619842876057	0.0786710112580016	-0.529036581715782	0.596780073295144	NA	chr3L	23397949	23398233	+	transposable_element	NA
FBgn0264600	0	NA	NA	NA	NA	NA	chr3L	16020408	16021506	-	ncRNA	lncRNA:CR43949
FBti0063887	0	NA	NA	NA	NA	NA	chr3L	23618149	23618250	-	transposable_element	NA
FBti0063950	0	NA	NA	NA	NA	NA	chr3L	21061411	21061465	-	transposable_element	NA
FBti0061302	0.217086950441138	-0.0110017748971053	0.0569664628363992	-0.193127225200923	0.846859331384149	NA	chr3L	23040568	23040802	-	transposable_element	NA
FBgn0020638	0.175938016569826	0.0141250127904962	0.0569664628363992	0.247953130442055	0.804170670995559	NA	chr3L	6134696	6135274	-	protein_coding	Lcp65Ag1
FBgn0036504	0.149837787103529	0.0244994449775659	0.0572188573433654	0.428170818416503	0.668526760313674	NA	chr3L	15520619	15521653	+	protein_coding	yellow-k
FBti0059923	0	NA	NA	NA	NA	NA	chr3L	23587599	23588378	+	transposable_element	NA
FBgn0020277	3.10077293975401	-0.0761809599997077	0.166824217844723	-0.45665408166706	0.647919700376857	NA	chr3L	19604397	19606090	-	protein_coding	lush
FBgn0001227	1.05589992822844	0.037757391460237	0.104927179771911	0.359843765383893	0.718963972409058	NA	chr3L	9377801	9379534	-	protein_coding	Hsp67Ba
FBti0063237	0.0749188935517645	0.0141668483980352	0.0569664628363992	0.24868752056312	0.803602502784138	NA	chr3L	23256349	23256483	+	transposable_element	NA
FBgn0083057	1.74461336283488	0.0615188986460237	0.122258068984811	0.503188862353672	0.614831494617341	NA	chr3L	831869	832008	-	snoRNA	snoRNA:Psi18S-110
FBgn0036923	3.09972517637001	-0.0146293109211192	0.161059981359792	-0.0908314455124566	0.927626523415027	NA	chr3L	19981684	19984191	+	protein_coding	CG17732
FBgn0284236	0	NA	NA	NA	NA	NA	chr3L	5664120	5749599	+	protein_coding	CG46320
FBgn0267536	0	NA	NA	NA	NA	NA	chr3L	9991735	9992583	+	ncRNA	lncRNA:CR45876
FBti0063274	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	19628541	19629120	-	transposable_element	NA
FBgn0267932	0.146484977771025	0.00333265223762785	0.0572090489926463	0.0582539352831444	0.953546359483498	NA	chr3L	10603771	10604509	-	ncRNA	lncRNA:CR46212
FBgn0036294	6.60996370514334	-0.401515477408574	0.203173796322742	-1.97621683837007	0.0481302235986142	NA	chr3L	12505373	12507840	-	protein_coding	CG10654
FBgn0267465	1.1991532312769	0.00998940047788317	0.108321574044431	0.0922198607803255	0.926523358662476	NA	chr3L	1648627	1649699	-	ncRNA	asRNA:CR45815
FBgn0035491	0.149837787103529	0.0244994449775659	0.0572188573433654	0.428170818416503	0.668526760313674	NA	chr3L	4046987	4047735	-	protein_coding	Dpy-30L2
FBgn0262021	0.387933978211203	-0.00228564507861358	0.0579848111066088	-0.0394179964544728	0.968557131963735	NA	chr3L	11610134	11610386	+	protein_coding	CG42832
FBgn0036598	0.0749188935517645	0.0141668483980352	0.0569664628363992	0.24868752056312	0.803602502784138	NA	chr3L	16301452	16302027	+	protein_coding	CG4982
FBgn0035638	3.46593479396526	0.0307938336554614	0.167230309345532	0.184140266055689	0.853903418793188	NA	chr3L	5794404	5796543	-	protein_coding	Tektin-C
FBti0059854	0	NA	NA	NA	NA	NA	chr3L	23497307	23499181	+	transposable_element	NA
FBti0059779	0.586991956116566	0.00422115631476111	0.0790333741309497	0.0534097950540124	0.957405401029078	NA	chr3L	21498891	21501246	+	transposable_element	NA
FBgn0267468	0	NA	NA	NA	NA	NA	chr3L	1796853	1797272	-	ncRNA	asRNA:CR45818
FBti0020078	0.605020928652341	-0.020798871083432	0.074070814903038	-0.280797114364931	0.778866017023403	NA	chr3L	9443565	9445297	-	transposable_element	NA
FBgn0262100	0.299675574207058	0.0369738956091401	0.0575841800072618	0.642084260025539	0.520818475152617	NA	chr3L	18120931	18121989	-	protein_coding	CG42853
FBgn0263447	0.539233834324033	0.0687322812914222	0.0722271231513196	0.951613165422973	0.341293202162397	NA	chr3L	7250639	7252598	+	ncRNA	asRNA:CR43470
FBgn0262680	1.69413672898893	0.119617388238506	0.123965846134111	0.964922129512185	0.33458381642824	NA	chr3L	70850	71396	+	ncRNA	lncRNA:CR43150
FBgn0028377	0	NA	NA	NA	NA	NA	chr3L	15509444	15510837	+	protein_coding	gdl-ORF39
FBgn0053764	0	NA	NA	NA	NA	NA	chr3L	4266788	4267503	-	protein_coding	CG33764
FBgn0002565	0	NA	NA	NA	NA	NA	chr3L	12129392	12131869	+	protein_coding	Lsp2
FBti0060717	0	NA	NA	NA	NA	NA	chr3L	22723158	22723571	+	transposable_element	NA
FBgn0260643	0	NA	NA	NA	NA	NA	chr3L	10630033	10630935	-	protein_coding	CG42535
FBti0059863	0.193966989105602	0.00107653745569005	0.0572683073226186	0.0187981364566168	0.985002140453375	NA	chr3L	23554003	23554237	-	transposable_element	NA
FBti0062620	0.146484977771025	0.00333265223762785	0.0572090489926463	0.0582539352831444	0.953546359483498	NA	chr3L	23331502	23334162	-	transposable_element	NA
FBgn0267526	0.0749188935517645	0.0141668483980352	0.0569664628363992	0.24868752056312	0.803602502784138	NA	chr3L	7629990	7630508	-	ncRNA	lncRNA:CR45866
FBti0060428	2.70970271616733	0.129729249014219	0.159247742904824	0.81463791352919	0.415279601731422	NA	chr3L	23787718	23788042	+	transposable_element	NA
FBgn0036766	2.3833643276612	0.0188953366651211	0.149805483453815	0.126132476792457	0.899627059998221	NA	chr3L	17883648	17884376	-	protein_coding	CG5506
FBgn0262022	0.293789230011799	-0.0196144286041237	0.0572434217000556	-0.342649478692931	0.731862174301458	NA	chr3L	20200092	20200487	+	protein_coding	CG42833
FBgn0035490	1.16930294741021	0.0710926735513353	0.110455674457761	0.643630794889778	0.51981487614626	NA	chr3L	4046595	4059660	+	protein_coding	CG1136
FBgn0264474	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	4745910	4746632	-	ncRNA	lncRNA:CR43882
FBgn0266968	0	NA	NA	NA	NA	NA	chr3L	6369972	6370591	-	ncRNA	lncRNA:CR45419
FBti0063688	0.473080055914129	0.0184657168477723	0.0683356006915636	0.270221036486067	0.786990209713504	NA	chr3L	6135617	6136129	+	transposable_element	NA
FBti0059904	1.94574891047918	-0.110400721701322	0.132407608693632	-0.83379439286431	0.404396855555715	NA	chr3L	23539681	23540139	-	transposable_element	NA
FBgn0264700	0.581346879744493	0.0394261684440444	0.0740815508349835	0.532199555755334	0.594587790622681	NA	chr3L	393593	394299	+	ncRNA	lncRNA:CR43969
FBgn0267961	0	NA	NA	NA	NA	NA	chr3L	12286341	12286683	-	ncRNA	lncRNA:CR46241
FBgn0266939	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	18597994	18598429	+	ncRNA	lncRNA:CR45390
FBti0020085	2.08636392561232	0.111182015664931	0.143554666170769	0.77449252351485	0.438639587792902	NA	chr3L	9929722	9938443	+	transposable_element	NA
FBti0020168	0.719764882233468	0.0618581621524008	0.080098811044362	0.772273162932983	0.439952656841016	NA	chr3L	19864200	19867041	-	transposable_element	NA
FBti0063308	0.574231237102649	-0.046952766887677	0.0665643733540564	-0.705373828698647	0.480577626444959	NA	chr3L	23319894	23319946	+	transposable_element	NA
FBti0063441	0	NA	NA	NA	NA	NA	chr3L	20564707	20564758	-	transposable_element	NA
FBti0061969	0	NA	NA	NA	NA	NA	chr3L	92335	92387	-	transposable_element	NA
FBti0059641	0	NA	NA	NA	NA	NA	chr3L	21960911	21961210	+	transposable_element	NA
FBti0060842	0	NA	NA	NA	NA	NA	chr3L	13832073	13832129	+	transposable_element	NA
FBgn0036380	0	NA	NA	NA	NA	NA	chr3L	13840196	13842240	-	protein_coding	CG8757
FBgn0267232	0	NA	NA	NA	NA	NA	chr3L	11592446	11592790	-	ncRNA	lncRNA:CR45672
FBgn0263618	0.820683292859272	-0.0311545557713498	0.0865426245314235	-0.359990882412372	0.718853951900627	NA	chr3L	4929294	4931138	-	ncRNA	lncRNA:CR43627
FBgn0265729	2.9158635578056	0.0908114203543028	0.156680327218799	0.579596826010502	0.562186533947343	NA	chr3L	1939241	1940458	-	ncRNA	lncRNA:CR44536
FBgn0037170	5.57469388355726	-0.0804089654697658	0.181778447891905	-0.442345978867535	0.658238863956919	NA	chr3L	22550225	22552019	+	protein_coding	Trxr-2
FBgn0036817	0	NA	NA	NA	NA	NA	chr3L	18863646	18865514	+	protein_coding	CG6865
FBgn0262855	0	NA	NA	NA	NA	NA	chr3L	21220399	21223118	+	protein_coding	CG43219
FBti0063852	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	23492793	23492999	+	transposable_element	NA
FBgn0036790	0.371241658426319	0.0266339214990263	0.0577577532572997	0.461131536408233	0.644704237151998	NA	chr3L	18560257	18576326	+	protein_coding	AstC-R1
FBgn0037200	5.42346830648419	0.00675059049074384	0.196102397455788	0.0344238039836601	0.972539201884173	NA	chr3L	22872199	22873702	+	protein_coding	CG11109
FBti0059934	0.0715660842192608	-0.0109599392895663	0.0569664628363992	-0.192392835079859	0.847434504345902	NA	chr3L	23436585	23436872	-	transposable_element	NA
FBgn0036938	0	NA	NA	NA	NA	NA	chr3L	20112264	20112847	-	protein_coding	CG14187
FBti0060444	8.76205041463537	-0.0478047538701082	0.206501532288914	-0.231498300958005	0.816927705233577	NA	chr3L	23683224	23685577	+	transposable_element	NA
FBgn0261723	1.06883791196446	0.00132432282036152	0.0962460077226796	0.0137597688641526	0.989021639288609	NA	chr3L	1921306	1933602	+	protein_coding	Dbx
FBgn0265731	0.285024114869939	0.00556952647612304	0.0572502273980511	0.0972839188462794	0.922500926322686	NA	chr3L	10205619	10206401	+	ncRNA	lncRNA:CR44538
FBti0059838	8.66229043541812	0.00155427802774046	0.213024714818886	0.00729623334579706	0.994178499712701	NA	chr3L	23608555	23609267	+	transposable_element	NA
FBgn0040074	0.218051061990286	-0.00450000025011804	0.0574091434791171	-0.0783847306789194	0.937522019310524	NA	chr3L	16331932	16332789	+	protein_coding	retinin
FBgn0263761	0	NA	NA	NA	NA	NA	chr3L	15049178	15049495	-	protein_coding	CG43678
FBgn0036829	0.213458030650678	0.0141250127904962	0.0569664628363992	0.247953130442055	0.804170670995559	NA	chr3L	18908259	18911182	-	protein_coding	Ir75d
FBti0059840	0	NA	NA	NA	NA	NA	chr3L	23557458	23559016	+	transposable_element	NA
FBti0061425	0.917205815281512	0.0854792271090285	0.0935078952138546	0.914139142085657	0.360643737344645	NA	chr3L	23128411	23128804	-	transposable_element	NA
FBti0059671	0	NA	NA	NA	NA	NA	chr3L	17730905	17738178	-	transposable_element	NA
